Date,EURO STOXX Vol Closing,SMAVG (50),SMAVG (100),SMAVG (250)
2020-10-16,26.8422,25.0155,27.234,26.8394
2020-10-15,23.2425,24.9774,27.2556,26.791
2020-10-14,22.9397,24.9913,27.3172,26.7596
2020-10-13,22.2531,25.0343,27.3682,26.7275
2020-10-12,22.2369,25.1044,27.4372,26.6975
2020-10-09,23.98,25.1929,27.529,26.6665
2020-10-08,24.9744,25.2738,27.6123,26.6342
2020-10-07,25.2128,25.2589,27.6537,26.5979
2020-10-06,26.2763,25.2426,27.7033,26.5667
2020-10-05,26.8168,25.2219,27.7311,26.5352
2020-10-02,26.5374,25.1971,27.8076,26.5048
2020-10-01,26.0598,25.1326,27.9055,26.4701
2020-09-30,26.9026,25.0957,27.9791,26.44
2020-09-29,26.8241,25.0274,27.9867,26.4144
2020-09-28,27.8075,24.9751,28.0176,26.3911
2020-09-25,28.3437,24.9305,28.0361,26.3489
2020-09-24,27.1669,24.8997,28.077,26.2988
2020-09-23,28.1097,24.9079,28.1534,26.2537
2020-09-22,29.8809,24.9242,28.2174,26.2076
2020-09-21,22.6496,24.8693,28.3018,26.157
2020-09-18,22.5468,24.9849,28.4144,26.1303
2020-09-17,21.9927,25.1429,28.4961,26.1024
2020-09-16,22.1155,25.2945,28.6063,26.0704
2020-09-15,22.5682,25.4109,28.7324,26.0399
2020-09-14,23.7249,25.5116,28.9084,26.0105
2020-09-11,25.0052,25.6025,29.0747,25.9778
2020-09-10,25.8888,25.6543,29.2642,25.9387
2020-09-09,28.4501,25.7391,29.4875,25.8901
2020-09-08,27.922,25.8044,29.616,25.834
2020-09-07,31.7117,25.9359,29.7488,25.784
2020-09-04,29.0121,26.0051,29.8643,25.7182
2020-09-03,26.6145,26.1185,30.0238,25.6619
2020-09-02,27.1192,26.3224,30.1624,25.614
2020-09-01,26.7213,26.4068,30.3383,25.5675
2020-08-31,25.1579,26.548,30.5241,25.527
2020-08-28,23.5584,26.6891,30.7354,25.4993
2020-08-27,22.0013,26.9189,30.9301,25.4752
2020-08-26,23.3594,27.1861,31.1689,25.4579
2020-08-25,23.1101,27.4408,31.4344,25.4349
2020-08-24,24.3375,27.7469,31.7147,25.4197
2020-08-21,24.0354,28.0884,31.9573,25.4001
2020-08-20,21.9882,28.3281,32.2733,25.385
2020-08-19,23.269,28.4894,32.6633,25.3776
2020-08-18,22.7835,28.6189,32.9738,25.3575
2020-08-17,23.8671,28.7257,33.3173,25.3334
2020-08-14,22.691,28.8061,33.6039,25.3117
2020-08-13,22.4674,28.9055,34.0213,25.294
2020-08-12,23.3863,29.0484,34.4787,25.2856
2020-08-11,24.1127,29.1942,35.0283,25.2822
2020-08-10,24.1977,29.3139,35.6352,25.274
2020-08-07,24.9371,29.4525,36.1658,25.2517
2020-08-06,23.9421,29.5339,36.7727,25.229
2020-08-05,25.087,29.643,37.2766,25.209
2020-08-04,25.7571,29.702,37.7409,25.1807
2020-08-03,26.6625,29.77,38.0209,25.1618
2020-07-31,28.024,29.8651,38.2923,25.1407
2020-07-30,24.2316,29.9509,38.5531,25.1129
2020-07-29,24.3987,30.0485,38.741,25.0893
2020-07-28,25.238,30.1639,38.8284,25.0467
2020-07-27,25.5773,30.2403,38.8736,25.0033
2020-07-24,23.3144,30.4182,38.9523,24.9588
2020-07-23,24.2123,30.6783,39.0804,24.9161
2020-07-22,23.4879,30.8625,39.2606,24.87
2020-07-21,24.2112,30.9461,39.3727,24.8291
2020-07-20,25.5762,31.06,39.376,24.7847
2020-07-17,26.8067,31.1418,39.3947,24.7333
2020-07-16,27.5724,31.2543,39.3532,24.6802
2020-07-15,28.9278,31.399,39.235,24.6247
2020-07-14,27.1352,31.5105,39.0867,24.5624
2020-07-13,28.4276,31.7343,38.9441,24.5042
2020-07-10,30.4505,31.8439,38.7983,24.4392
2020-07-09,29.5725,31.8493,38.6234,24.3678
2020-07-08,27.9345,31.9181,38.4583,24.299
2020-07-07,27.6015,32.0538,38.3115,24.2372
2020-07-06,28.2699,32.3053,38.16,24.1781
2020-07-03,27.5942,32.5469,38.0065,24.116
2020-07-02,30.1305,32.8742,37.8676,24.0561
2020-07-01,31.7179,33.236,37.6995,23.9852
2020-06-30,34.4922,33.4276,37.5122,23.9054
2020-06-29,35.1735,33.5618,37.3034,23.8143
2020-06-26,34.6839,33.7235,37.0966,23.7209
2020-06-25,36.8071,33.929,36.9126,23.6317
2020-06-24,31.3419,34.0024,36.7161,23.5394
2020-06-23,33.781,34.2698,36.5668,23.4705
2020-06-22,32.2142,34.5001,36.3732,23.3917
2020-06-19,35.0461,34.7816,36.203,23.3187
2020-06-18,35.3603,34.9412,36.0243,23.2344
2020-06-17,36.0977,35.1517,35.7974,23.1465
2020-06-16,38.4135,35.428,35.568,23.0555
2020-06-15,41.4116,35.6826,35.3063,22.9565
2020-06-12,36.0215,35.8262,35.0103,22.844
2020-06-11,30.0524,36.2184,34.7626,22.756
2020-06-10,29.7453,36.8372,34.569,22.6932
2020-06-09,28.1197,37.3286,34.3818,22.6317
2020-06-08,27.8909,37.9089,34.221,22.579
2020-06-05,27.6617,38.4016,34.0662,22.5266
2020-06-04,29.6082,39.137,33.9167,22.4755
2020-06-03,30.678,39.9091,33.7445,22.4167
2020-06-02,30.099,40.8625,33.5681,22.3566
2020-06-01,31.1263,41.9564,33.4075,22.3006
2020-05-29,29.0063,42.8791,33.2383,22.2417
2020-05-28,29.3988,44.0114,33.0997,22.1947
2020-05-27,28.0385,44.9101,32.9453,22.1468
2020-05-26,29.1565,45.7797,32.7916,22.1017
2020-05-25,31.4161,46.2718,32.6396,22.0562
2020-05-22,32.315,46.7196,32.4464,21.9952
2020-05-21,29.1093,47.1552,32.2397,21.9309
2020-05-20,30.1699,47.4335,32.0594,21.8813
2020-05-19,29.0582,47.4929,31.8794,21.8311
2020-05-18,34.4706,47.5069,31.7071,21.7767
2020-05-15,36.3219,47.4865,31.4839,21.7021
2020-05-14,33.4196,47.4824,31.2371,21.6264
2020-05-13,27.6697,47.6588,31.0341,21.5526
2020-05-12,29.9068,47.7994,30.904,21.5022
2020-05-11,29.6643,47.692,30.7573,21.4495
2020-05-08,32.4312,47.6477,30.6109,21.4011
2020-05-07,34.8075,47.4522,30.4358,21.3491
2020-05-06,34.5055,47.0711,30.229,21.2839
2020-05-05,38.322,46.6628,30.0377,21.226
2020-05-04,33.9105,46.154,29.8067,21.1433
2020-04-30,30.7205,45.7527,29.6367,21.0798
2020-04-29,33.012,45.3976,29.4884,21.0199
2020-04-28,34.7193,44.9986,29.29,20.9414
2020-04-27,40.1744,44.5692,29.0708,20.8599
2020-04-24,40.3534,44.0147,28.7911,20.7522
2020-04-23,43.9569,43.4661,28.5085,20.6429
2020-04-22,48.2215,42.861,28.1928,20.5175
2020-04-21,41.2975,42.163,27.8414,20.3764
2020-04-20,41.201,41.5969,27.5598,20.2614
2020-04-17,43.2623,41.0449,27.275,20.1454
2020-04-16,44.9575,40.4696,26.9661,20.0164
2020-04-15,40.4768,39.8962,26.6369,19.8817
2020-04-14,44.7106,39.4297,26.3475,19.7649
2020-04-09,45.2972,38.8639,26.0251,19.6321
2020-04-08,46.2871,38.2463,25.7001,19.4984
2020-04-07,43.0301,37.6245,25.3636,19.3636
2020-04-06,45.8806,37.1073,25.0642,19.2486
2020-04-03,49.9156,36.4431,24.7339,19.1232
2020-04-02,51.1408,35.708,24.3623,18.9819
2020-04-01,48.5926,34.93,23.9802,18.8316
2020-03-31,55.6324,34.1944,23.6235,18.6942
2020-03-30,60.9948,33.3068,23.1962,18.5284
2020-03-27,54.3148,32.3007,22.7147,18.3436
2020-03-26,57.1305,31.4349,22.3095,18.1855
2020-03-25,52.5304,30.5331,21.8761,18.018
2020-03-24,64.4283,29.7307,21.4881,17.8746
2020-03-23,68.2146,28.6964,20.9758,17.6822
2020-03-20,78.3461,27.5799,20.4219,17.4728
2020-03-19,84.7969,26.2737,19.7693,17.2287
2020-03-18,77.2625,24.8585,19.0559,16.9602
2020-03-17,85.6206,23.5975,18.425,16.7139
2020-03-16,74.3321,22.1879,17.7163,16.4294
2020-03-13,71.5196,20.9804,17.1267,16.184
2020-03-12,53.7615,19.8035,16.5608,15.9508
2020-03-11,53.8031,19.0074,16.1708,15.7875
2020-03-10,54.0993,18.1731,15.7775,15.6268
2020-03-09,43.0212,17.3241,15.3956,15.4663
2020-03-06,33.1404,16.6852,15.1243,15.3495
2020-03-05,29.7565,16.266,14.9671,15.2736
2020-03-04,33.4532,15.9073,14.8535,15.2122
2020-03-03,36.1186,15.4812,14.7112,15.1338
2020-03-02,42.2369,14.9917,14.5286,15.0431
2020-02-28,34.6989,14.4094,14.2915,14.9282
2020-02-27,24.5403,14.0086,14.1495,14.844
2020-02-26,27.4449,13.8225,14.1142,14.7993
2020-02-25,22.6584,13.5741,14.0123,14.7439
2020-02-24,15.7536,13.4194,13.944,14.7107
2020-02-21,14.09,13.387,13.9453,14.7032
2020-02-20,12.8829,13.4126,13.9703,14.7023
2020-02-19,13.8431,13.4594,14.0138,14.7066
2020-02-18,12.9654,13.5207,14.035,14.7086
2020-02-17,13.0625,13.5792,14.0612,14.7139
2020-02-14,13.2476,13.5814,14.0703,14.7201
2020-02-13,12.4526,13.5724,14.0828,14.7252
2020-02-12,12.9201,13.5674,14.1104,14.7326
2020-02-11,13.7034,13.5509,14.1367,14.744
2020-02-10,13.3241,13.5245,14.1521,14.745
2020-02-07,12.9889,13.5198,14.1563,14.7489
2020-02-06,13.6052,13.5227,14.1705,14.7578
2020-02-05,14.4971,13.5051,14.1888,14.7686
2020-02-04,16.2837,13.4626,14.1964,14.7753
2020-02-03,17.1542,13.3776,14.183,14.7646
2020-01-31,16.4174,13.2653,14.1578,14.7503
2020-01-30,14.4199,13.1864,14.1486,14.7415
2020-01-29,15.1979,13.1539,14.1702,14.7398
2020-01-28,17.1711,13.1026,14.2007,14.7394
2020-01-27,12.6665,13.021,14.2043,14.7348
2020-01-24,13.164,13.0247,14.2543,14.7483
2020-01-23,12.2389,13.0165,14.2987,14.7603
2020-01-22,11.8141,13.0304,14.3696,14.7705
2020-01-21,11.2522,13.0526,14.4459,14.7854
2020-01-20,10.6899,13.0856,14.5358,14.8063
2020-01-17,11.0223,13.1287,14.6304,14.8276
2020-01-16,12.0408,13.1841,14.7025,14.845
2020-01-15,12.4099,13.2192,14.7498,14.854
2020-01-14,12.7138,13.2455,14.81,14.866
2020-01-13,12.3886,13.2553,14.8654,14.878
2020-01-10,13.0363,13.2639,14.9454,14.8962
2020-01-09,14.0401,13.265,15.0404,14.9156
2020-01-08,14.2117,13.2533,15.1207,14.9291
2020-01-07,15.1404,13.2526,15.1648,14.947
2020-01-06,13.9588,13.2447,15.2059,14.9625
2020-01-03,12.6736,13.273,15.2559,14.9845
2020-01-02,13.9548,13.318,15.3092,15.0145
2019-12-30,12.0913,13.3342,15.38,15.0406
2019-12-27,11.6482,13.3818,15.4729,15.0842
2019-12-23,11.0774,13.4671,15.567,15.1312
2019-12-20,12.1761,13.5634,15.6397,15.1823
2019-12-19,11.8244,13.6682,15.6553,15.2364
2019-12-18,12.1489,13.7996,15.681,15.2707
2019-12-17,11.644,13.9412,15.7041,15.305
2019-12-16,13.1174,14.0654,15.7141,15.3368
2019-12-13,14.6631,14.1736,15.7096,15.3645
2019-12-12,15.2345,14.2903,15.6956,15.3851
2019-12-11,15.022,14.4058,15.6745,15.4008
2019-12-10,14.9246,14.4506,15.6514,15.4175
2019-12-09,14.1327,14.4686,15.6377,15.4367
2019-12-06,15.3707,14.5036,15.6333,15.4645
2019-12-05,15.2237,14.528,15.6129,15.4977
2019-12-04,16.9096,14.5681,15.5867,15.5234
2019-12-03,15.8889,14.5494,15.5392,15.5543
2019-12-02,13.174,14.5431,15.5064,15.5671
2019-11-29,12.7959,14.5592,15.4986,15.5832
2019-11-28,12.2032,14.5933,15.4953,15.5997
2019-11-27,12.0954,14.6534,15.5015,15.6249
2019-11-26,12.3837,14.7225,15.5081,15.6509
2019-11-25,13.0888,14.7797,15.5104,15.6758
2019-11-22,13.1317,14.7927,15.5037,15.6973
2019-11-21,12.7274,14.8183,15.49,15.7185
2019-11-20,12.3699,14.8725,15.4798,15.7435
2019-11-19,12.0372,14.9303,15.4744,15.7711
2019-11-18,11.537,14.9883,15.4779,15.796
2019-11-15,12.4735,15.0502,15.4999,15.8297
2019-11-14,12.7955,15.1109,15.5163,15.8519
2019-11-13,12.6338,15.1865,15.529,15.873
2019-11-12,13.0887,15.2987,15.5425,15.9031
2019-11-11,12.8514,15.3877,15.5513,15.9245
2019-11-08,12.7542,15.484,15.5566,15.9413
2019-11-07,12.9335,15.5809,15.5626,15.9617
2019-11-06,12.9226,15.7088,15.5698,15.9755
2019-11-05,12.9047,15.8391,15.5733,15.9873
2019-11-04,12.8444,15.986,15.5846,16.0014
2019-11-01,13.7919,16.1321,15.5997,16.0224
2019-10-31,13.7963,16.2209,15.6055,16.0406
2019-10-30,13.7262,16.2805,15.617,16.0608
2019-10-29,13.2006,16.3745,15.6277,16.0819
2019-10-28,12.8208,16.4756,15.6446,16.1103
2019-10-25,13.0918,16.6269,15.6654,16.1479
2019-10-24,13.4557,16.8159,15.6908,16.1847
2019-10-23,14.1743,16.988,15.7173,16.2258
2019-10-22,14.7438,17.077,15.7398,16.2521
2019-10-21,15.3746,17.1672,15.7647,16.2811
2019-10-18,14.9276,17.2387,15.7852,16.305
2019-10-17,14.76,17.3003,15.8035,16.3227
2019-10-16,14.4716,17.4258,15.8337,16.3388
2019-10-15,15.9171,17.564,15.8507,16.3536
2019-10-14,15.8911,17.6669,15.8539,16.358
2019-10-11,17.418,17.716,15.8621,16.3618
2019-10-10,18.3918,17.6423,15.8643,16.3684
2019-10-09,19.2294,17.5623,15.8349,16.3757
2019-10-08,17.856,17.4671,15.8009,16.3837
2019-10-07,18.5245,17.3627,15.7962,16.3859
2019-10-04,20.5011,17.2456,15.7607,16.3794
2019-10-03,21.0071,17.1009,15.7063,16.3679
2019-10-02,17.26,16.9432,15.6637,16.3506
2019-10-01,15.8282,16.8523,15.6667,16.3457
2019-09-30,15.8826,16.8067,15.7027,16.3408
2019-09-27,16.587,16.763,15.7289,16.3392
2019-09-26,17.2313,16.6979,15.7634,16.3297
2019-09-25,15.9723,16.6054,15.7675,16.3199
2019-09-24,15.5783,16.5291,15.7882,16.3087
2019-09-23,13.9744,16.4697,15.7898,16.2978
2019-09-20,14.501,16.438,15.7839,16.2945
2019-09-19,15.2097,16.3974,15.7822,16.2914
2019-09-18,15.5502,16.3496,15.7628,16.2819
2019-09-17,15.2467,16.2936,15.7375,16.2724
2019-09-16,13.7364,16.241,15.7111,16.2655
2019-09-13,14.4138,16.2146,15.7033,16.268
2019-09-12,15.4354,16.1617,15.6846,16.2686
2019-09-11,15.2574,16.0871,15.6523,16.2625
2019-09-10,14.9418,16.0186,15.6098,16.2598
2019-09-09,14.6313,15.9675,15.5731,16.2614
2019-09-06,15.5052,15.9495,15.5398,16.266
2019-09-05,16.5794,15.9218,15.4996,16.2675
2019-09-04,18.2403,15.8715,15.4525,16.267
2019-09-03,17.5382,15.7863,15.3961,16.2625
2019-09-02,17.6681,15.7149,15.3635,16.2615
2019-08-30,17.601,15.6293,15.332,16.2563
2019-08-29,19.3267,15.5442,15.302,16.2479
2019-08-28,19.4399,15.4309,15.2443,16.2332
2019-08-27,20.2502,15.3075,15.1924,16.212
2019-08-26,20.1473,15.1831,15.1318,16.183
2019-08-23,18.2332,15.0674,15.0782,16.155
2019-08-22,16.7721,14.99,15.0437,16.1345
2019-08-21,18.4289,14.9535,15.0288,16.1202
2019-08-20,18.2556,14.8808,15.0112,16.1011
2019-08-19,20.3841,14.8135,14.992,16.0835
2019-08-16,22.5419,14.704,14.9466,16.0574
2019-08-15,22.0616,14.5658,14.8945,16.0253
2019-08-14,18.6224,14.4466,14.8507,16.0014
2019-08-13,19.2544,14.4026,14.8213,15.992
2019-08-12,18.9533,14.3623,14.7736,15.9889
2019-08-09,18.0037,14.3317,14.714,15.9765
2019-08-08,21.039,14.3068,14.6661,15.9682
2019-08-07,21.3783,14.2416,14.585,15.9445
2019-08-06,21.0618,14.1374,14.5077,15.909
2019-08-05,18.3481,14.0409,14.4366,15.8762
2019-08-02,13.7348,14.0082,14.3914,15.8533
2019-08-01,14.3909,14.0863,14.3956,15.8522
2019-07-31,14.4662,14.1075,14.3958,15.8483
2019-07-30,12.6386,14.1347,14.3898,15.8484
2019-07-29,12.669,14.2296,14.3979,15.85
2019-07-26,13.2666,14.2757,14.4063,15.8495
2019-07-25,13.1227,14.3116,14.4101,15.8473
2019-07-24,12.7137,14.3841,14.4126,15.8415
2019-07-23,13.5495,14.481,14.4213,15.8391
2019-07-22,13.6973,14.5986,14.4293,15.839
2019-07-19,13.332,14.6948,14.4313,15.8351
2019-07-18,12.6034,14.8289,14.4364,15.8385
2019-07-17,12.1592,14.9297,14.4502,15.8432
2019-07-16,12.6064,15.0474,14.472,15.8459
2019-07-15,12.3888,15.11,14.4887,15.8434
2019-07-12,12.4747,15.1298,14.5109,15.844
2019-07-11,12.8191,15.167,14.5316,15.8463
2019-07-10,12.7504,15.1759,14.5463,15.8462
2019-07-09,12.616,15.1815,14.5764,15.849
2019-07-08,12.4185,15.1812,14.5899,15.857
2019-07-05,11.7651,15.192,14.6086,15.8593
2019-07-04,11.7045,15.2076,14.6431,15.8685
2019-07-03,11.8371,15.2176,14.6892,15.8806
2019-07-02,12.383,15.201,14.7325,15.8962
2019-07-01,13.7342,15.1786,14.7448,15.9116
2019-06-28,14.1174,15.13,14.7433,15.9222
2019-06-27,14.0634,15.0774,14.7442,15.9377
2019-06-26,13.9815,15.0336,14.7435,15.948
2019-06-25,13.9669,15.0059,14.7548,15.9657
2019-06-24,13.3894,15.0122,14.7753,15.9786
2019-06-21,13.3474,15.0348,14.8018,15.994
2019-06-20,13.6604,15.0599,14.8299,16.0121
2019-06-19,13.2695,15.0577,14.8411,16.0143
2019-06-18,14.0293,15.0773,14.864,16.0256
2019-06-17,14.3629,15.0805,14.8885,16.0254
2019-06-14,14.3656,15.089,14.9049,16.0274
2019-06-13,14.945,15.0974,14.9151,16.025
2019-06-12,14.796,15.104,14.9084,16.0137
2019-06-11,14.8913,15.1416,14.9145,16.0003
2019-06-10,14.9085,15.1704,14.9228,15.9935
2019-06-07,15.6299,15.1891,14.943,15.9887
2019-06-06,16.1034,15.2233,14.9657,15.9821
2019-06-05,16.42,15.2548,14.9789,15.9775
2019-06-04,17.2417,15.2401,15.0015,15.9695
2019-06-03,17.4218,15.1848,15.0191,15.9598
2019-05-31,16.7607,15.0964,15.0397,15.9493
2019-05-30,17.7806,15.0254,15.0736,15.9397
2019-05-29,16.1658,14.9283,15.1006,15.9311
2019-05-28,16.2373,14.878,15.1689,15.937
2019-05-27,16.7146,14.8322,15.2405,15.9454
2019-05-24,17.637,14.7746,15.312,15.9592
2019-05-23,15.4494,14.705,15.3925,15.9598
2019-05-22,15.8302,14.6842,15.442,15.962
2019-05-21,17.3812,14.645,15.491,15.9615
2019-05-20,14.9769,14.5662,15.5132,15.9522
2019-05-17,15.0605,14.5368,15.5638,15.9442
2019-05-16,16.7467,14.5086,15.6114,15.9391
2019-05-15,17.5609,14.441,15.6356,15.928
2019-05-14,19.4264,14.3616,15.6517,15.9101
2019-05-13,18.5073,14.26,15.6547,15.8867
2019-05-10,20.0378,14.1678,15.6806,15.8633
2019-05-09,17.6428,14.0439,15.7168,15.8338
2019-05-08,18.0429,13.9706,15.757,15.8129
2019-05-07,15.7375,13.8967,15.8228,15.7921
2019-05-06,13.3808,13.8674,15.8563,15.7825
2019-05-03,14.3357,13.8921,15.8946,15.7839
2019-05-02,13.2624,13.8961,15.9204,15.7798
2019-04-30,13.0278,13.9167,15.9727,15.7804
2019-04-29,12.6034,13.9713,16.0285,15.7861
2019-04-26,12.9572,13.9986,16.0884,15.7898
2019-04-25,12.5447,14.0251,16.1436,15.7929
2019-04-24,12.204,14.0786,16.2024,15.7952
2019-04-23,11.0066,14.1608,16.2701,15.8011
2019-04-18,11.2672,14.2641,16.3529,15.8157
2019-04-17,11.3012,14.311,16.4227,15.8243
2019-04-16,11.4864,14.3566,16.5093,15.8324
2019-04-15,11.877,14.4111,16.5747,15.8415
2019-04-12,12.595,14.4533,16.6367,15.8489
2019-04-11,14.281,14.5036,16.7123,15.8507
2019-04-10,14.5187,14.5383,16.754,15.8467
2019-04-09,14.603,14.5689,16.7791,15.8467
2019-04-08,13.552,14.5999,16.8117,15.8494
2019-04-05,14.2468,14.6245,16.8399,15.8585
2019-04-04,14.1923,14.6508,16.8563,15.8694
2019-04-03,14.7848,14.6965,16.8786,15.8779
2019-04-02,14.7903,14.7208,16.9119,15.8882
2019-04-01,15.2748,14.7327,16.9473,15.8988
2019-03-29,16.6715,14.7128,16.983,15.9053
2019-03-28,16.3337,14.6875,17.0062,15.9169
2019-03-27,15.8457,14.6751,17.0459,15.9268
2019-03-26,17.3356,14.6969,17.1097,15.9332
2019-03-25,17.6785,14.7082,17.1592,15.9426
2019-03-22,15.6876,14.7029,17.2198,15.9478
2019-03-21,14.4778,14.763,17.2705,15.9733
2019-03-20,13.0007,14.8533,17.3455,15.9996
2019-03-19,13.2122,14.9829,17.4291,16.0218
2019-03-18,12.9242,15.1217,17.4906,16.0284
2019-03-15,13.6478,15.2729,17.5492,16.0382
2019-03-14,13.9503,15.4599,17.5944,16.0497
2019-03-13,13.8356,15.6487,17.6251,16.0474
2019-03-12,14.1546,15.8493,17.6551,16.053
2019-03-11,14.411,16.08,17.7042,16.064
2019-03-08,13.8671,16.1997,17.7622,16.0728
2019-03-07,13.4409,16.337,17.8359,16.079
2019-03-06,13.5075,16.4603,17.8855,16.0868
2019-03-05,13.6499,16.5908,17.9195,16.0992
2019-03-04,13.3709,16.7142,17.9592,16.1172
2019-03-01,13.5876,16.8301,17.9923,16.1385
2019-02-28,14.3497,16.9419,18.0167,16.1597
2019-02-27,13.8942,17.0494,18.0193,16.1958
2019-02-26,13.8464,17.1934,18.0351,16.2225
2019-02-25,13.9767,17.3896,18.039,16.2392
2019-02-22,14.3444,17.5435,18.0468,16.2536
2019-02-21,14.2742,17.7489,18.0351,16.2633
2019-02-20,14.6143,17.8452,18.0209,16.2789
2019-02-19,14.5378,17.8971,18.0064,16.2952
2019-02-18,14.2944,17.9446,17.9983,16.3117
2019-02-15,15.757,18.0286,17.9835,16.3291
2019-02-14,13.9695,18.0857,17.9578,16.3426
2019-02-13,14.2814,18.1782,17.9534,16.3577
2019-02-12,15.2186,18.2621,17.9542,16.3827
2019-02-11,16.3132,18.3262,17.9477,16.4046
2019-02-08,16.1706,18.3794,17.9235,16.4431
2019-02-07,13.616,18.4418,17.9077,16.4911
2019-02-06,13.5808,18.5343,17.9248,16.5756
2019-02-05,14.2075,18.6619,17.9469,16.6494
2019-02-04,13.9879,18.7384,17.9637,16.6781
2019-02-01,15.1126,18.8201,17.9884,16.7428
2019-01-31,16.0154,18.9209,18.0083,16.7578
2019-01-30,16.0456,18.9697,18.021,16.764
2019-01-29,16.1551,18.9894,18.0244,16.7643
2019-01-28,14.7823,19.0235,18.0178,16.7604
2019-01-25,15.5603,19.0554,18.0263,16.7605
2019-01-24,16.4792,19.0618,18.0123,16.7514
2019-01-23,15.9971,19.0607,17.9774,16.7354
2019-01-22,15.385,19.103,17.949,16.7222
2019-01-21,14.28,19.1619,17.9263,16.7102
2019-01-18,15.4064,19.2532,17.9154,16.7009
2019-01-17,15.7177,19.325,17.8978,16.6872
2019-01-16,16.9334,19.4167,17.8791,16.6717
2019-01-15,17.8987,19.5225,17.8485,16.6519
2019-01-14,17.4182,19.6103,17.8146,16.6281
2019-01-11,18.6879,19.7367,17.8014,16.6038
2019-01-10,18.997,19.7781,17.7771,16.5734
2019-01-09,19.4803,19.8377,17.7719,16.541
2019-01-08,20.151,19.8753,17.7357,16.5085
2019-01-07,20.4827,19.8595,17.6936,16.4749
2019-01-04,22.9978,19.8255,17.6399,16.4381
2019-01-03,23.3924,19.729,17.5348,16.392
2019-01-02,23.8643,19.6014,17.4295,16.343
2018-12-28,25.6882,19.4608,17.3171,16.2932
2018-12-27,20.3984,19.3285,17.195,16.239
2018-12-21,20.733,19.3247,17.1249,16.2108
2018-12-20,19.6024,19.3348,17.0627,16.1819
2018-12-19,20.0366,19.3108,16.9969,16.158
2018-12-18,19.8187,19.2481,16.9221,16.1287
2018-12-17,19.1643,19.2042,16.8511,16.0975
2018-12-14,19.1773,19.1546,16.776,16.0678
2018-12-13,19.7254,19.0915,16.7056,16.0411
2018-12-12,21.0925,18.9891,16.6434,16.007
2018-12-11,23.6592,18.8768,16.5597,15.9653
2018-12-10,21.6688,18.6883,16.465,15.9179
2018-12-07,24.6155,18.5502,16.3861,15.8802
2018-12-06,19.0904,18.3213,16.2684,15.8327
2018-12-05,17.2085,18.1966,16.1971,15.8063
2018-12-04,16.9152,18.1157,16.1506,15.7891
2018-12-03,18.4935,18.052,16.1118,15.7728
2018-11-30,18.61,17.9385,16.0549,15.7527
2018-11-29,18.5952,17.8299,16.0034,15.7339
2018-11-28,18.479,17.7286,15.9634,15.7121
2018-11-27,18.4228,17.6462,15.9085,15.6931
2018-11-26,18.9738,17.5691,15.865,15.6835
2018-11-23,19.2881,17.4676,15.8227,15.6615
2018-11-22,18.2397,17.3737,15.7871,15.6385
2018-11-21,19.9622,17.3154,15.7669,15.617
2018-11-20,18.032,17.2318,15.7312,15.5914
2018-11-19,18.0762,17.1891,15.7309,15.5707
2018-11-16,20.1522,17.1567,15.7164,15.5493
2018-11-15,18.4549,17.0956,15.6991,15.5202
2018-11-14,17.029,17.0723,15.6863,15.4981
2018-11-13,17.8587,17.0594,15.6885,15.4848
2018-11-12,16.3773,17.0122,15.6886,15.4723
2018-11-09,15.881,16.9973,15.6669,15.4669
2018-11-08,16.4264,16.9627,15.669,15.4657
2018-11-07,18.1091,16.894,15.6446,15.461
2018-11-06,18.3296,16.7951,15.6122,15.446
2018-11-05,18.848,16.6908,15.5665,15.4305
2018-11-02,18.995,16.5776,15.4993,15.4108
2018-11-01,20.3038,16.4706,15.4238,15.3845
2018-10-31,22.2249,16.3415,15.3527,15.3518
2018-10-30,22.2872,16.1745,15.2673,15.3096
2018-10-29,23.7391,16.0188,15.1844,15.2668
2018-10-26,20.7552,15.866,15.0966,15.2199
2018-10-25,21.9772,15.7761,15.0333,15.184
2018-10-24,21.3624,15.7061,14.9615,15.1441
2018-10-23,19.3581,15.5961,14.8959,15.1099
2018-10-22,18.7838,15.5277,14.8459,15.0825
2018-10-19,18.1712,15.4543,14.8143,15.059
2018-10-18,17.0163,15.3406,14.8091,15.0445
2018-10-17,16.8341,15.2576,14.8224,15.0282
2018-10-16,19.0703,15.1734,14.8556,15.0112
2018-10-15,20.2103,15.0614,14.8427,14.9838
2018-10-12,21.2373,14.9252,14.8008,14.9527
2018-10-11,18.4029,14.7905,14.7453,14.912
2018-10-10,16.9002,14.683,14.7119,14.8849
2018-10-09,17.6264,14.5962,14.6728,14.8649
2018-10-08,16.6807,14.4979,14.6343,14.8418
2018-10-05,16.0249,14.3975,14.6071,14.8244
2018-10-04,14.6064,14.3197,14.5777,14.8109
2018-10-03,15.4784,14.2976,14.5674,14.8061
2018-10-02,14.2333,14.2426,14.5394,14.7946
2018-10-01,14.7637,14.2417,14.5235,14.7877
2018-09-28,13.171,14.2219,14.5002,14.777
2018-09-27,12.8518,14.2155,14.4967,14.7754
2018-09-26,13.1636,14.1977,14.5017,14.7714
2018-09-25,13.7328,14.1855,14.5072,14.7674
2018-09-24,12.8151,14.1715,14.5031,14.7609
2018-09-21,13.1843,14.1713,14.5091,14.7582
