Date,IV on 6m EUR/USD Options Mid Price,SMAVG (50),SMAVG (100),SMAVG (250)
2020-10-22,6.7775,7.2472,7.233,6.68057
2020-10-21,6.81,7.26465,7.22965,6.67489
2020-10-20,6.67,7.27655,7.22575,6.66904
2020-10-19,6.3975,7.28885,7.2232,6.66373
2020-10-16,6.3325,7.3085,7.2239,6.65955
2020-10-15,6.5025,7.33585,7.226,6.6558
2020-10-14,6.3875,7.3646,7.22735,6.65111
2020-10-13,6.6125,7.39925,7.22818,6.64686
2020-10-12,6.7225,7.4217,7.22705,6.64158
2020-10-09,6.8,7.4408,7.2285,6.63577
2020-10-08,6.8575,7.457,7.22945,6.62977
2020-10-07,7.0775,7.4723,7.23007,6.6237
2020-10-06,7.09,7.47905,7.22955,6.61682
2020-10-05,7.1225,7.48465,7.22825,6.60994
2020-10-02,7.0925,7.4935,7.2272,6.60303
2020-10-01,7.0725,7.4902,7.22778,6.59622
2020-09-30,6.98,7.4849,7.22872,6.58959
2020-09-29,7.08,7.48065,7.23053,6.58321
2020-09-28,7.1125,7.4726,7.23147,6.57697
2020-09-25,7.1925,7.46035,7.23385,6.5707
2020-09-24,7.2775,7.4481,7.23562,6.56421
2020-09-23,7.3375,7.43175,7.23775,6.55733
2020-09-22,7.34,7.4194,7.23885,6.55016
2020-09-21,7.4325,7.40925,7.23898,6.54319
2020-09-18,7.2075,7.3965,7.2386,6.5359
2020-09-17,7.295,7.38805,7.23677,6.52993
2020-09-16,7.3625,7.37825,7.23123,6.52396
2020-09-15,7.4475,7.36575,7.22773,6.51767
2020-09-14,7.4225,7.35485,7.22975,6.51096
2020-09-11,7.5025,7.3449,7.23438,6.50458
2020-09-10,7.5625,7.33225,7.24013,6.49783
2020-09-09,7.425,7.3251,7.24563,6.49098
2020-09-08,7.4825,7.32405,7.25152,6.48398
2020-09-07,7.3875,7.3241,7.25702,6.47661
2020-09-04,7.34,7.3279,7.26175,6.46989
2020-09-03,7.4175,7.3311,7.26718,6.46287
2020-09-02,7.3975,7.3354,7.27397,6.4553
2020-09-01,7.645,7.34175,7.2766,6.44793
2020-08-31,7.6025,7.34085,7.27513,6.43967
2020-08-28,7.43,7.33795,7.27585,6.43144
2020-08-27,7.225,7.3377,7.2781,6.42423
2020-08-26,7.395,7.34215,7.28277,6.41807
2020-08-25,7.58,7.34115,7.28947,6.41188
2020-08-24,7.725,7.3364,7.29475,6.40438
2020-08-21,7.6825,7.33165,7.30195,6.39616
2020-08-20,7.9325,7.32995,7.31367,6.3881
2020-08-19,8.12,7.3219,7.32067,6.37983
2020-08-18,8.1825,7.29845,7.32527,6.37133
2020-08-17,7.8125,7.26955,7.3277,6.36405
2020-08-14,7.7,7.2439,7.33572,6.35802
2020-08-13,7.65,7.2188,7.3469,6.35219
2020-08-12,7.405,7.19465,7.35502,6.34606
2020-08-11,7.285,7.17495,7.36662,6.34054
2020-08-10,7.38,7.15755,7.3897,6.33558
2020-08-07,7.7,7.1393,7.42775,6.33146
2020-08-06,7.94,7.11615,7.465,6.32646
2020-08-05,8.12,7.0901,7.5068,6.31982
2020-08-04,7.735,7.0571,7.538,6.31248
2020-08-03,7.6775,7.0324,7.55785,6.30712
2020-07-31,7.61,7.0162,7.57825,6.30193
2020-07-30,7.6225,7.0019,7.59247,6.29751
2020-07-29,7.415,6.98785,7.6124,6.29342
2020-07-28,7.37,6.98005,7.6191,6.28948
2020-07-27,7.565,6.97185,7.62197,6.28541
2020-07-24,6.9275,6.9609,7.63398,6.28136
2020-07-23,6.8075,6.96535,7.63683,6.27898
2020-07-22,6.7675,6.97255,7.6321,6.27658
2020-07-21,6.6775,6.9804,7.62047,6.27492
2020-07-20,6.5,6.99035,7.61433,6.2726
2020-07-17,6.58,7.00735,7.61377,6.27234
2020-07-16,6.46,7.02315,7.61128,6.27018
2020-07-15,6.72,7.04375,7.60588,6.26789
2020-07-14,6.8325,7.0583,7.59487,6.26388
2020-07-13,6.795,7.0687,7.582,6.25918
2020-07-10,6.785,7.0807,7.5678,6.25457
2020-07-09,6.805,7.0855,7.5503,6.24935
2020-07-08,6.7375,7.0842,7.53282,6.24432
2020-07-07,6.9025,7.0897,7.5144,6.23996
2020-07-06,6.925,7.10465,7.49393,6.23428
2020-07-03,6.87,7.12385,7.47227,6.22813
2020-07-02,7.205,7.148,7.4523,6.22239
2020-07-01,7.3725,7.16615,7.42858,6.21512
2020-06-30,7.485,7.179,7.4008,6.20684
2020-06-29,7.5775,7.18995,7.3721,6.1981
2020-06-26,7.5,7.1956,7.34237,6.18895
2020-06-25,7.6325,7.20325,7.31273,6.18007
2020-06-24,7.715,7.21255,7.28095,6.17051
2020-06-23,7.6,7.21145,7.248,6.16045
2020-06-22,7.4575,7.2094,7.2166,6.15111
2020-06-19,7.4175,7.21375,7.1883,6.14244
2020-06-18,7.4475,7.2185,7.16155,6.1341
2020-06-17,7.345,7.2234,7.1325,6.12575
2020-06-16,7.3425,7.2378,7.104,6.11783
2020-06-15,7.4875,7.2531,7.07645,6.10994
2020-06-12,7.5975,7.27225,7.04803,6.10219
2020-06-11,7.53,7.2974,7.01767,6.09526
2020-06-10,6.9475,7.31945,6.98817,6.08822
2020-06-09,6.7375,7.3521,6.96485,6.08378
2020-06-08,6.53,7.38585,6.94487,6.08056
2020-06-05,6.445,7.42755,6.92742,6.07822
2020-06-04,6.4425,7.475,6.91087,6.07564
2020-06-03,6.42,7.5154,6.89455,6.07286
2020-06-02,6.415,7.5583,6.8785,6.06971
2020-06-01,6.4675,7.62185,6.8623,6.06673
2020-05-29,6.5425,7.7162,6.84613,6.0634
2020-05-28,6.6375,7.81385,6.82895,6.05999
2020-05-27,6.47,7.9235,6.81152,6.05616
2020-05-26,6.5,8.0189,6.79733,6.0534
2020-05-25,6.8675,8.0833,6.78395,6.05032
2020-05-22,6.895,8.1403,6.76845,6.04598
2020-05-21,6.92,8.18305,6.7532,6.04197
2020-05-20,7.025,8.23695,6.7371,6.03767
2020-05-19,6.96,8.25815,6.7201,6.03339
2020-05-18,7.0175,8.2721,6.70385,6.02915
2020-05-15,7.15,8.30705,6.68727,6.02464
2020-05-14,7.1675,8.3083,6.66813,6.01861
2020-05-13,7.16,8.29165,6.6478,6.01209
2020-05-12,7.175,8.26055,6.62735,6.00601
2020-05-11,7.35,8.2383,6.60663,5.9998
2020-05-08,7.37,8.2202,6.58407,5.99322
2020-05-07,7.49,8.1994,6.56087,5.98678
2020-05-06,7.4475,8.168,6.5373,5.97987
2020-05-05,7.3525,8.13145,6.51508,5.97252
2020-05-04,7.395,8.0953,6.49485,5.96557
2020-05-01,7.025,8.0549,6.47305,5.95902
2020-04-30,6.74,8.0151,6.4553,5.95393
2020-04-29,7.0125,7.98145,6.44095,5.94998
2020-04-28,7.65,7.9391,6.42347,5.94505
2020-04-27,7.885,7.8832,6.39838,5.93747
2020-04-24,8.0775,7.8207,6.37065,5.92917
2020-04-23,8.1125,7.7566,6.341,5.91974
2020-04-22,8.015,7.691,6.31093,5.91101
2020-04-21,8.0325,7.6226,6.28162,5.9026
2020-04-20,7.86,7.55425,6.2516,5.89407
2020-04-17,7.8825,7.48915,6.2234,5.88629
2020-04-16,8.0975,7.4222,6.19317,5.87796
2020-04-15,7.66,7.34935,6.1602,5.86885
2020-04-14,7.4975,7.28455,6.1316,5.86173
2020-04-13,7.675,7.2238,6.10545,5.85534
2020-04-10,7.655,7.16285,6.07837,5.8485
2020-04-09,7.6925,7.1046,6.0522,5.84176
2020-04-08,8.065,7.0416,6.02635,5.83529
2020-04-07,8.1075,6.9702,5.99695,5.82711
2020-04-06,8.445,6.8998,5.96737,5.8169
2020-04-03,8.855,6.8238,5.935,5.80495
2020-04-02,8.6325,6.73795,5.89832,5.79129
2020-04-01,8.58,6.6569,5.86415,5.77843
2020-03-31,8.425,6.5776,5.83065,5.76583
2020-03-30,8.615,6.5039,5.79895,5.75387
2020-03-27,8.8175,6.4273,5.76575,5.74134
2020-03-26,8.4625,6.34675,5.73093,5.72792
2020-03-25,8.565,6.2737,5.69987,5.7157
2020-03-24,9.5925,6.1987,5.6677,5.70449
2020-03-23,11.185,6.10275,5.6252,5.68932
2020-03-20,11.425,5.97605,5.56687,5.66774
2020-03-19,12.12,5.84405,5.50658,5.64547
2020-03-18,11.24,5.69955,5.43867,5.62112
2020-03-17,9.72,5.57575,5.37953,5.60021
2020-03-16,9.7175,5.4846,5.33525,5.58539
2020-03-13,9.0325,5.3966,5.29077,5.57052
2020-03-12,9.615,5.32335,5.25345,5.55907
2020-03-11,8.085,5.23725,5.2107,5.54671
2020-03-10,7.6575,5.18205,5.18342,5.53995
2020-03-09,8.765,5.1356,5.16055,5.53408
2020-03-06,7.2125,5.0675,5.12685,5.52378
2020-03-05,6.335,5.02795,5.10862,5.51955
2020-03-04,5.605,5.00395,5.09942,5.51911
2020-03-03,6.0625,4.99415,5.09723,5.52053
2020-03-02,6.445,4.97495,5.0918,5.5199
2020-02-28,6.33,4.94795,5.0828,5.51758
2020-02-27,5.92,4.92235,5.0752,5.51623
2020-02-26,5.62,4.9066,5.07158,5.51717
2020-02-25,5.545,4.8987,5.07083,5.51989
2020-02-24,5.375,4.8944,5.07135,5.52303
2020-02-21,5.035,4.8912,5.0737,5.52693
2020-02-20,5.0575,4.8955,5.0805,5.53282
2020-02-19,4.895,4.90045,5.08795,5.53927
2020-02-18,4.855,4.90785,5.0969,5.54556
2020-02-17,4.76,4.91355,5.10605,5.55176
2020-02-14,4.8725,4.9206,5.11672,5.55834
2020-02-13,4.8325,4.9254,5.12615,5.56409
2020-02-12,4.595,4.93085,5.13632,5.57033
2020-02-11,4.615,4.94065,5.14713,5.5775
2020-02-10,4.605,4.94895,5.15737,5.58436
2020-02-07,4.535,4.95765,5.1684,5.59177
2020-02-06,4.455,4.96415,5.1789,5.60001
2020-02-05,4.42,4.97105,5.1896,5.60884
2020-02-04,4.46,4.97865,5.20095,5.61791
2020-02-03,4.6275,4.9871,5.21215,5.62691
2020-01-31,4.7425,4.9939,5.22132,5.63594
2020-01-30,4.5425,4.9998,5.23018,5.64467
2020-01-29,4.495,5.0111,5.2416,5.65404
2020-01-28,4.5875,5.0237,5.25513,5.663
2020-01-27,4.645,5.03495,5.2663,5.67173
2020-01-24,4.5625,5.0462,5.27655,5.68081
2020-01-23,4.58,5.0587,5.2876,5.68993
2020-01-22,4.615,5.0714,5.30045,5.69899
2020-01-21,4.74,5.0837,5.31425,5.70753
2020-01-20,4.785,5.094,5.33047,5.7151
2020-01-17,4.79,5.1042,5.34567,5.72233
2020-01-16,4.81,5.1151,5.3602,5.72967
2020-01-15,4.815,5.12605,5.37327,5.73738
2020-01-14,4.795,5.1367,5.38538,5.74538
2020-01-13,4.85,5.14765,5.39787,5.7535
2020-01-10,4.825,5.1577,5.41288,5.76154
2020-01-09,4.895,5.1691,5.42912,5.76946
2020-01-08,5.05,5.1778,5.44298,5.77782
2020-01-07,5.1625,5.1833,5.45533,5.78528
2020-01-06,5.3175,5.1859,5.46765,5.79253
2020-01-03,5.37,5.18495,5.47827,5.79922
2020-01-02,5.31,5.18355,5.48962,5.80574
2020-01-01,5.325,5.18415,5.50252,5.81256
2019-12-31,5.335,5.1848,5.51358,5.81948
2019-12-30,5.36,5.1855,5.52375,5.82668
2019-12-27,5.235,5.1862,5.53568,5.83356
2019-12-26,5.135,5.1893,5.54665,5.84092
2019-12-25,5.115,5.1949,5.55737,5.84874
2019-12-24,5.1025,5.2003,5.56975,5.85684
2019-12-23,5.095,5.20865,5.5797,5.86498
2019-12-20,5.05,5.21765,5.5931,5.87326
2019-12-19,5.1325,5.22805,5.603,5.8821
2019-12-18,5.225,5.23655,5.61055,5.89194
2019-12-17,5.33,5.24295,5.61548,5.90141
2019-12-16,5.215,5.2483,5.61875,5.91004
2019-12-13,5.25,5.2562,5.62302,5.91913
2019-12-12,5.305,5.2655,5.62533,5.92843
2019-12-11,5.265,5.27545,5.62775,5.93746
2019-12-10,5.14,5.28595,5.63158,5.9466
2019-12-09,5.1125,5.29855,5.635,5.9563
2019-12-06,5.1125,5.31285,5.63775,5.96596
2019-12-05,5.105,5.3269,5.64097,5.97501
2019-12-04,5.085,5.3418,5.6438,5.98426
2019-12-03,5.03,5.3536,5.64598,5.99312
2019-12-02,5.04,5.3658,5.64867,6.00247
2019-11-29,4.86,5.37915,5.65118,6.01153
2019-11-28,4.8,5.39365,5.65538,6.02161
2019-11-27,4.8,5.40815,5.6598,6.03155
2019-11-26,4.8825,5.42325,5.6638,6.04245
2019-11-25,4.9675,5.4372,5.66762,6.05322
2019-11-22,5.0375,5.44875,5.67085,6.06358
2019-11-21,5.1075,5.46055,5.6738,6.07353
2019-11-20,5.125,5.4721,5.67632,6.08352
2019-11-19,5.15,5.48655,5.67872,6.0926
2019-11-18,5.2075,5.49765,5.68092,6.1017
2019-11-15,5.1875,5.5069,5.68435,6.11011
2019-11-14,5.215,5.5165,5.69112,6.11906
2019-11-13,5.23,5.5295,5.69667,6.12783
2019-11-12,5.255,5.5448,5.70275,6.13667
2019-11-11,5.295,5.56695,5.70953,6.14539
2019-11-08,5.335,5.58715,5.71602,6.15381
2019-11-07,5.3575,5.6053,5.72067,6.16258
2019-11-06,5.3475,5.6205,5.72458,6.17113
2019-11-05,5.3425,5.63405,5.72743,6.17988
2019-11-04,5.3525,5.6481,5.7307,6.18881
2019-11-01,5.395,5.66805,5.73352,6.19758
2019-10-31,5.33,5.68915,5.73647,6.2066
2019-10-30,5.325,5.70815,5.73997,6.21734
2019-10-29,5.2925,5.72735,5.74452,6.22752
2019-10-28,5.27,5.7494,5.7489,6.23763
2019-10-25,5.3,5.7716,5.75402,6.24755
2019-10-24,5.34,5.7957,5.75995,6.25649
2019-10-23,5.3575,5.8209,5.765,6.26503
2019-10-22,5.37,5.84235,5.77098,6.27284
2019-10-21,5.395,5.862,5.77628,6.28126
2019-10-18,5.39,5.88515,5.78123,6.2896
2019-10-17,5.415,5.904,5.78375,6.29763
2019-10-16,5.385,5.91985,5.78498,6.30599
2019-10-15,5.52,5.9392,5.78753,6.31483
2019-10-14,5.545,5.95075,5.78855,6.32303
2019-10-11,5.57,5.96855,5.79015,6.33131
2019-10-10,5.5575,5.97795,5.79205,6.33983
2019-10-09,5.545,5.98455,5.7941,6.3481
2019-10-08,5.5975,5.988,5.79475,6.35666
2019-10-07,5.61,5.9892,5.79492,6.36405
2019-10-04,5.715,5.98985,5.7964,6.37117
2019-10-03,5.8025,5.98515,5.79677,6.3782
2019-10-02,5.79,5.98005,5.79628,6.38529
2019-10-01,5.77,5.9772,5.79618,6.39169
2019-09-30,5.8275,5.97145,5.79602,6.39783
2019-09-27,5.815,5.96265,5.79585,6.40434
2019-09-26,5.85,5.95505,5.7949,6.41126
2019-09-25,5.675,5.9458,5.7957,6.41837
2019-09-24,5.64,5.93835,5.79808,6.42637
2019-09-23,5.7075,5.93155,5.80067,6.43463
2019-09-20,5.585,5.9232,5.80275,6.4422
2019-09-19,5.525,5.9171,5.8049,6.45012
2019-09-18,5.555,5.91145,5.80785,6.4584
2019-09-17,5.58,5.90435,5.8111,6.46661
2019-09-16,5.545,5.89805,5.8143,6.47437
2019-09-13,5.6275,5.89295,5.8185,6.48165
2019-09-12,5.685,5.88705,5.82193,6.4886
2019-09-11,5.8475,5.88055,5.82582,6.49474
2019-09-10,5.705,5.8709,5.82755,6.49969
2019-09-09,5.67,5.8642,5.82605,6.50568
2019-09-06,5.6675,5.8618,5.82393,6.51192
2019-09-05,5.865,5.86575,5.82165,6.51825
2019-09-04,5.995,5.86385,5.81717,6.52365
2019-09-03,6.3625,5.8607,5.81152,6.5284
2019-09-02,6.305,5.8521,5.80225,6.53178
2019-08-30,6.2425,5.8449,5.79402,6.53552
2019-08-29,6.1175,5.83605,5.78622,6.53968
2019-08-28,6.025,5.82865,5.77913,6.54429
2019-08-27,6.045,5.8208,5.7765,6.54979
2019-08-26,6.35,5.8133,5.77405,6.55584
2019-08-23,6.45,5.799,5.76845,6.56086
2019-08-22,6.28,5.7838,5.76253,6.56561
2019-08-21,6.285,5.7718,5.76005,6.57067
2019-08-20,6.395,5.7617,5.75733,6.5759
2019-08-19,6.38,5.7484,5.75352,6.58101
2019-08-16,6.505,5.73645,5.74972,6.5858
2019-08-15,6.6,5.7242,5.74638,6.59012
2019-08-14,6.43,5.7091,5.74563,6.59337
2019-08-13,6.3525,5.6996,5.74528,6.59684
2019-08-12,6.5525,5.69055,5.74365,6.60038
2019-08-09,6.3325,5.6773,5.74003,6.60387
2019-08-08,6.2075,5.6635,5.73825,6.60899
2019-08-07,6.3525,5.6501,5.73842,6.61556
2019-08-06,6.0975,5.63585,5.7345,6.62056
2019-08-05,6.435,5.62635,5.73257,6.62647
2019-08-02,6.04,5.61175,5.72687,6.63125
2019-08-01,5.8875,5.60615,5.7264,6.63791
2019-07-31,5.7175,5.60365,5.72907,6.64562
2019-07-30,5.6575,5.6015,5.7349,6.65524
2019-07-29,5.6425,5.60065,5.74162,6.66487
2019-07-26,5.48,5.60295,5.7487,6.67418
2019-07-25,5.5475,5.6084,5.75898,6.68466
2019-07-24,5.6475,5.6125,5.7702,6.69225
2019-07-23,5.4825,5.61515,5.7784,6.69894
2019-07-22,5.3875,5.6206,5.78762,6.70635
2019-07-19,5.435,5.62905,5.7978,6.71486
2019-07-18,5.3875,5.63475,5.80655,6.7224
2019-07-17,5.3025,5.6456,5.8166,6.72981
2019-07-16,5.3,5.6578,5.82745,6.73662
2019-07-15,5.29,5.6698,5.83775,6.74354
2019-07-12,5.28,5.6823,5.84942,6.7504
2019-07-11,5.2425,5.6927,5.86258,6.75746
2019-07-10,5.2,5.70425,5.87677,6.76463
2019-07-09,5.265,5.71785,5.89165,6.77217
2019-07-08,5.29,5.73055,5.9061,6.77969
2019-07-05,5.3325,5.74405,5.92205,6.78711
2019-07-04,5.36,5.7568,5.93797,6.7944
2019-07-03,5.365,5.7711,5.95323,6.80192
2019-07-02,5.37,5.7842,5.96693,6.80889
2019-07-01,5.55,5.7879,5.98093,6.81569
2019-06-28,5.865,5.78605,5.99458,6.82185
2019-06-27,5.77,5.77755,6.00435,6.82713
2019-06-26,5.8375,5.7705,6.0151,6.83253
2019-06-25,5.9325,5.76235,6.02423,6.8379
2019-06-24,5.945,5.7524,6.03123,6.84217
2019-06-21,5.8,5.74315,6.0377,6.84617
2019-06-20,5.7475,5.7364,6.04595,6.85101
2019-06-19,5.6325,5.7296,6.05585,6.85703
2019-06-18,5.67,5.7322,6.06768,6.86384
2019-06-17,5.635,5.7348,6.07923,6.87068
2019-06-14,5.69,5.7379,6.09148,6.87814
2019-06-13,5.68,5.74125,6.10262,6.88488
2019-06-12,5.78,5.7483,6.11567,6.89283
2019-06-11,5.73,5.75295,6.12703,6.90001
2019-06-10,5.7825,5.75865,6.13947,6.90727
2019-06-07,5.8925,5.763,6.15155,6.91458
2019-06-06,5.845,5.76855,6.16262,6.92193
2019-06-05,5.955,5.78215,6.17432,6.92997
2019-06-04,5.9,5.79095,6.18533,6.93726
2019-06-03,5.89,5.79675,6.19768,6.94512
2019-05-31,5.6425,5.80275,6.20958,6.95222
2019-05-30,5.5375,5.813,6.2239,6.96002
2019-05-29,5.64,5.82675,6.23943,6.96867
2019-05-28,5.6225,5.83315,6.25443,6.97586
2019-05-27,5.705,5.8388,6.26958,6.98366
2019-05-24,5.76,5.842,6.28417,6.99105
2019-05-23,5.7625,5.84665,6.29917,6.99825
2019-05-22,5.61,5.8545,6.31747,7.00486
2019-05-21,5.615,5.8683,6.3373,7.01198
2019-05-20,5.7575,5.8826,6.35603,7.01889
2019-05-17,5.7525,5.89445,6.37332,7.02486
2019-05-16,5.7525,5.90955,6.39155,7.03119
2019-05-15,5.78,5.9279,6.40965,7.03821
2019-05-14,5.755,5.94165,6.42735,7.04677
2019-05-13,5.81,5.95465,6.44545,7.05699
2019-05-10,5.72,5.96655,6.46263,7.06302
2019-05-09,5.93,5.97835,6.47918,7.06885
2019-05-08,5.9125,5.9876,6.49405,7.0735
2019-05-07,5.9,5.9971,6.50793,7.07933
2019-05-06,5.915,6.0057,6.5226,7.08435
2019-05-03,5.8,6.01655,6.5365,7.08971
2019-05-02,5.82,6.03245,6.5523,7.0947
2019-05-01,5.88,6.0493,6.56695,7.09968
2019-04-30,5.9,6.06545,6.5834,7.10508
2019-04-29,5.965,6.08165,6.60015,7.10942
2019-04-26,5.97,6.10005,6.61608,7.11306
2019-04-25,6.075,6.11915,6.63163,7.1167
2019-04-24,6.02,6.13535,6.64692,7.12072
2019-04-23,5.555,6.14965,6.66068,7.12561
2019-04-22,5.4575,6.17395,6.67938,7.13221
2019-04-19,5.44,6.2031,6.6979,7.13849
2019-04-18,5.4175,6.23115,6.71775,7.14461
2019-04-17,5.43,6.2597,6.73765,7.15097
2019-04-16,5.435,6.2861,6.75775,7.15765
2019-04-15,5.4825,6.31005,6.77775,7.16437
2019-04-12,5.4625,6.33225,6.79693,7.16996
2019-04-11,5.4075,6.3555,6.81757,7.17569
2019-04-10,5.7625,6.3821,6.83845,7.18235
2019-04-09,5.8,6.40315,6.85617,7.18753
2019-04-08,5.79,6.42365,6.87393,7.19226
2019-04-05,5.8575,6.44505,6.89148,7.19726
2019-04-04,6.0325,6.464,6.9094,7.2011
2019-04-03,6.0125,6.48305,6.92922,7.20399
2019-04-02,6.015,6.5011,6.9478,7.20698
2019-04-01,6.0,6.5203,6.96585,7.2099
2019-03-29,6.17,6.5401,6.98335,7.21297
2019-03-28,6.525,6.5567,6.997,7.21526
2019-03-27,6.395,6.5665,7.0065,7.21654
2019-03-26,6.19,6.5797,7.01565,7.21838
2019-03-25,6.19,6.5986,7.0285,7.22077
2019-03-22,6.155,6.6164,7.0414,7.22323
2019-03-21,6.225,6.6348,7.05382,7.22601
2019-03-20,5.96,6.6521,7.06663,7.22915
2019-03-19,5.905,6.6757,7.08297,7.23374
2019-03-18,5.865,6.70035,7.09963,7.23857
2019-03-15,5.9925,6.72635,7.11713,7.24345
2019-03-14,6.155,6.7517,7.1342,7.24788
2019-03-13,6.3,6.78045,7.1489,7.2518
2019-03-12,6.33,6.8063,7.16275,7.25535
2019-03-11,6.35,6.82945,7.1739,7.25861
2019-03-08,6.5075,6.8522,7.1843,7.26181
2019-03-07,6.67,6.87355,7.19395,7.26451
2019-03-06,6.4675,6.8914,7.203,7.26623
2019-03-05,6.405,6.91305,7.21222,7.26849
2019-03-04,6.405,6.93625,7.22122,7.27128
2019-03-01,6.31,6.9587,7.23173,7.27436
2019-02-28,6.3925,6.98,7.24407,7.27767
2019-02-27,6.3875,7.0005,7.25642,7.27995
2019-02-26,6.33,7.01875,7.2693,7.28241
2019-02-25,6.4575,7.0395,7.28305,7.28541
2019-02-22,6.595,7.05645,7.29448,7.28786
2019-02-21,6.6625,7.07215,7.30417,7.2903
2019-02-20,6.6875,7.0846,7.3135,7.29315
2019-02-19,6.71,7.10135,7.3227,7.29622
2019-02-18,6.885,7.11865,7.3308,7.29895
2019-02-15,6.925,7.1321,7.3356,7.30062
2019-02-14,6.885,7.1441,7.34,7.30238
2019-02-13,6.735,7.1585,7.34335,7.30421
2019-02-12,6.77,7.1717,7.34685,7.30641
2019-02-11,6.915,7.1848,7.35117,7.30852
2019-02-08,6.8425,7.1927,7.35432,7.31001
2019-02-07,6.845,7.20435,7.3584,7.31221
2019-02-06,6.75,7.2156,7.3621,7.31436
2019-02-05,6.6325,7.2294,7.36643,7.31706
2019-02-04,6.5925,7.24545,7.37218,7.3209
2019-02-01,6.625,7.2616,7.37865,7.32481
2019-01-31,6.7375,7.27965,7.38522,7.32905
2019-01-30,6.815,7.2948,7.39055,7.33308
2019-01-29,6.825,7.3092,7.3964,7.3364
2019-01-28,6.86,7.3242,7.40373,7.33932
2019-01-25,6.805,7.3379,7.41117,7.343
2019-01-24,6.985,7.3548,7.4195,7.34786
2019-01-23,6.915,7.3754,7.4251,7.3517
2019-01-22,6.975,7.3945,7.43187,7.35495
2019-01-21,6.99,7.4114,7.43885,7.35847
2019-01-18,7.0,7.4266,7.44473,7.36184
2019-01-17,7.015,7.4373,7.45057,7.36466
2019-01-16,7.055,7.4465,7.45455,7.36693
2019-01-15,7.135,7.4516,7.45697,7.36822
2019-01-14,7.08,7.4584,7.458,7.37002
2019-01-11,7.075,7.4664,7.46145,7.37196
2019-01-10,7.09,7.47285,7.46683,7.37375
2019-01-09,7.14,7.48115,7.47442,7.37538
2019-01-08,7.1375,7.49025,7.47905,7.37634
2019-01-07,7.165,7.4989,7.48343,7.37599
2019-01-04,7.26,7.5079,7.48807,7.37603
2019-01-03,7.5925,7.5167,7.49253,7.37603
2019-01-02,7.5925,7.51735,7.49475,7.37428
2019-01-01,7.4875,7.5192,7.50005,7.37196
2018-12-31,7.4875,7.51835,7.50583,7.36958
2018-12-28,7.575,7.5164,7.51065,7.36888
2018-12-27,7.5625,7.51435,7.5159,7.36675
2018-12-26,7.55,7.5146,7.51473,7.36355
2018-12-25,7.565,7.5114,7.51242,7.35957
2018-12-24,7.5275,7.5062,7.51013,7.35511
2018-12-21,7.375,7.50475,7.51,7.35154
2018-12-20,7.4175,7.50815,7.50945,7.34936
2018-12-19,7.3,7.51235,7.50768,7.34753
2018-12-18,7.3675,7.51985,7.50472,7.34695
2018-12-17,7.305,7.5266,7.50135,7.34654
2018-12-14,7.38,7.5325,7.49835,7.34657
2018-12-13,7.285,7.5362,7.495,7.34612
2018-12-12,7.525,7.5424,7.4925,7.34541
2018-12-11,7.575,7.54405,7.4881,7.34344
2018-12-10,7.5575,7.54295,7.4838,7.34124
2018-12-07,7.525,7.5391,7.47967,7.33912
2018-12-06,7.605,7.5359,7.47598,7.33701
2018-12-05,7.395,7.5282,7.47232,7.33477
2018-12-04,7.425,7.522,7.46945,7.33355
2018-12-03,7.31,7.51755,7.4659,7.33192
2018-11-30,7.425,7.51595,7.4637,7.3303
2018-11-29,7.4075,7.51245,7.4613,7.32827
2018-11-28,7.44,7.5086,7.45843,7.32655
2018-11-27,7.435,7.50345,7.45582,7.32445
2018-11-26,7.4,7.4989,7.45148,7.32286
2018-11-23,7.5275,7.4957,7.44693,7.32124
2018-11-22,7.495,7.4908,7.44175,7.31925
2018-11-21,7.535,7.4863,7.43932,7.31766
2018-11-20,7.575,7.4836,7.43733,7.31616
2018-11-19,7.545,7.48325,7.43538,7.31446
2018-11-16,7.65,7.48445,7.43493,7.31326
2018-11-15,8.015,7.4842,7.43218,7.31181
2018-11-14,7.87,7.4748,7.4287,7.30861
2018-11-13,7.82,7.46925,7.42575,7.30569
2018-11-12,7.75,7.4663,7.423,7.30292
2018-11-09,7.535,7.46285,7.4216,7.30072
2018-11-08,7.475,7.46385,7.42355,7.29952
2018-11-07,7.31,7.4626,7.42735,7.29716
2018-11-06,7.475,7.46235,7.43202,7.29546
2018-11-05,7.48,7.4576,7.43593,7.29307
2018-11-02,7.3975,7.4565,7.43778,7.29096
2018-11-01,7.505,7.4608,7.43972,7.28887
2018-10-31,7.595,7.4677,7.44168,7.28619
2018-10-30,7.57,7.46785,7.4401,7.28405
2018-10-29,7.615,7.46795,7.44012,7.28179
2018-10-26,7.7,7.46825,7.4395,7.27828
2018-10-25,7.625,7.46835,7.4381,7.27447
2018-10-24,7.685,7.47215,7.436,7.27109
2018-10-23,7.445,7.4809,7.43305,7.26706
2018-10-22,7.39,7.4933,7.43202,7.26422
2018-10-19,7.4725,7.5049,7.43062,7.26208
2018-10-18,7.575,7.51745,7.42925,7.26017
2018-10-17,7.39,7.51485,7.42858,7.25818
2018-10-16,7.305,7.51345,7.43388,7.25655
2018-10-15,7.455,7.51405,7.44392,7.25585
2018-10-12,7.545,7.51525,7.44255,7.25537
2018-10-11,7.6275,7.51075,7.43888,7.2548
